"","Start","End","chr","Symbol","genetype","EntrezID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"gene16535",45410203,45584330,"14","COLEC10","protein_coding","512030",0.431425809006741,5.68390486765752,5.38854581255609,2.01290134725908e-05,0.00104690141081855,2.29469813832096
"gene4708",15588470,15765104,"4","BRAF","protein_coding","536051",-0.235081071861552,7.75934441502401,-5.43874550995313,1.78429414785414e-05,0.000960639124602608,2.28989941965295
"gene26935",59438793,59465869,"24","LOC113882952","protein_coding",NA,-2.67664147265606,-0.664627448487893,-5.11432666491858,3.90274409123508e-05,0.00160380157546334,2.27698187540588
"gene12841",70314216,70354389,"10","LOC113900488","protein_coding",NA,-0.513160590824271,5.32883720101379,-5.36789322197698,2.11538411115355e-05,0.00108323991347602,2.2695524108221
"gene32403",20086,21229,"NW_020867680.1","LOC113889031","protein_coding",NA,-1.77103124133882,3.07544050876202,-5.20528915938484,3.1312133617991e-05,0.00140082542525508,2.26344723908751
"gene8671",64386108,64427982,"7","PCBD2","protein_coding","100297795",0.459776075332221,5.18072343005213,5.35524752298359,2.1807321019722e-05,0.0011074864253986,2.26004127052421
"gene29753",11596081,11597100,"29","LOC113886246","protein_coding",NA,0.675126452861084,1.66446772982564,5.14949723125791,3.58388545663698e-05,0.00152813642290138,2.25314170904273
"gene14100",94250144,94350061,"11","LHX2","protein_coding","783763",0.667293168759167,3.95405691274358,5.29245956183636,2.53683052962052e-05,0.00121233420787735,2.24416024258438
"gene3134",20809467,20810309,"3","LOC113887707","protein_coding",NA,1.12124155802755,0.664986028629211,5.10284673069462,4.01291824701104e-05,0.0016411485128942,2.24023934266618
"gene27127",6100124,6104611,"25","AZGP1","protein_coding","508800",1.40656662981084,3.17875468392695,5.22584393152909,2.97942842107534e-05,0.00136260794967083,2.2392118238968
"gene1282",156236919,156240872,"1","LOC113899277","lncRNA",NA,1.39241657935989,1.16513083987119,5.11525361101712,3.89398271001248e-05,0.00160380157546334,2.21345801442404
"gene30125",41562106,41663652,"29","PICALM","protein_coding","513579",0.634016828983205,9.95833541338971,5.40822805877002,1.91992207635093e-05,0.00101143080799665,2.19836720103161
"gene30124",41485684,41538125,"29","CCDC83","protein_coding","617342",1.08750175790362,-0.15993033000515,5.06892026510494,4.35725195989524e-05,0.00174834734890797,2.18773463194277
"gene15870",55473254,55480573,"13","UCMA","protein_coding","615924",2.54449169065032,-1.45068742934767,5.0837488966599,4.20321808642637e-05,0.00170260355486599,2.18681288942172
"gene4700",14883585,14984472,"4","AGK","protein_coding","514693",-0.336623671604428,5.09540468566418,-5.31415548125182,2.40756173982959e-05,0.00117661430450071,2.16115584930321
"gene605",81417061,81426699,"1","TMEM41A","protein_coding","505368",0.606302414866525,3.33918470995399,5.20615057021314,3.12469781964309e-05,0.00140082542525508,2.14601978806342
"gene17878",49149220,49162463,"15","NCR3LG1","protein_coding","523303",-0.83840385019525,0.620732483884796,-5.06634257211662,4.38460459622887e-05,0.00175518301166216,2.14416159081645
"gene29091",25772642,25825269,"28","TSPAN15","protein_coding","522371",0.472312061527344,5.14348879245099,5.29896262268183,2.49736214221247e-05,0.00119683442606932,2.12642241245466
"gene21252",39394492,39407839,"18","SLC38A7","protein_coding","513110",-0.496314563289154,2.97478486617703,-5.19324971511938,3.22373056240762e-05,0.00142825680906721,2.12363212777279
"gene29861",20740640,21344827,"29","KIRREL3","protein_coding","618028",-1.137685154455,2.11673348878745,-5.13899042475526,3.67627780071706e-05,0.00154430899317529,2.12296711531056
"gene4980",43464704,43571682,"4","ADCY1","protein_coding","281601",2.9515877112024,2.46467368496331,5.12499982956744,3.80305828386615e-05,0.00157808367276622,2.1118777613603
"gene23997",24546994,24664323,"21","SH3GL3","protein_coding","520311",-1.06448936654863,1.40939099011519,-5.0866616073943,4.17361508052438e-05,0.00169464709701578,2.11049818840716
"gene1423",15492539,15501651,"2","LOC113901629","lncRNA",NA,-0.365450632636801,3.09159676121765,-5.18432890354799,3.29406381129243e-05,0.00144437906241026,2.10819974959482
"gene1608",34250725,34335534,"2","DPP4","protein_coding","281122",-0.833819371364193,4.41336487849479,-5.25601034034893,2.77004832839127e-05,0.00129114608797043,2.10100711059013
"gene1954",95953709,95955016,"2","LOC113906964","lncRNA",NA,-2.05607051023234,-0.439580131723601,-5.03039957497856,4.78460080842419e-05,0.00186516613425503,2.10076923035919
"gene14950",84175239,84178990,"12","LOC113902151","lncRNA",NA,1.6189142765962,-0.834281034951948,5.02862901085038,4.80523177605827e-05,0.00186516613425503,2.08447489231796
"gene13592",43770906,43862818,"11","EVA1A","protein_coding","528994",0.536936286902786,6.20688770598323,5.30907447124042,2.43722380620756e-05,0.00118132446196607,2.0579557941345
"gene20972",19641331,19642665,"18","LOC113875708","protein_coding",NA,-5.52783875099479,-3.0885953147063,-5.18260313069352,3.30784842620853e-05,0.00144669473714873,2.05119261306578
"gene16049",78108668,78142067,"13","BTBD3","protein_coding","513420",-0.49296101604284,3.83330519894973,-5.20784594130358,3.11191443759671e-05,0.00140060847425484,2.0465120014121
"gene7464",22677232,22760946,"6","SLC39A8","protein_coding","508193",0.534173953634411,6.91295369847497,5.31435002178657,2.40643334829364e-05,0.00117661430450071,2.02727550973209
"gene28140",23109799,23125734,"26","LOC113884336","lncRNA",NA,1.49133861406245,0.945683656158383,5.01992931072591,4.90791594254185e-05,0.00189338716395611,2.02137497747141
"gene3439",33844349,33854892,"3","LOC113889505","protein_coding",NA,-1.28533084368752,1.43672483162774,-5.05668040221763,4.48868663094449e-05,0.00177263644563276,2.01988653934298
"gene4391",120443142,120455540,"3","BOK","protein_coding","504851",-0.635803470334369,3.62619839594674,-5.18617576409063,3.27937641687666e-05,0.00144165454729516,2.01847651952922
"gene13921",74341680,74464309,"11","ATAD2B","protein_coding","518785",-0.234339951107586,7.77137153934624,-5.32314776740743,2.35596033037276e-05,0.00116857006124291,2.01081067395737
"gene22803",45858816,45866247,"19","ACBD4","protein_coding","515848",-0.404002169158495,2.72180475555564,-5.12736931510021,3.78127932658888e-05,0.00157288276731679,2.0075348510668
"gene15229",16134620,16140955,"13","LOC113903038","lncRNA",NA,-1.09493448040509,2.13250114726396,-5.08243583440914,4.21663259085749e-05,0.00170398029140756,2.00257893924222
"gene8021",104267336,104316129,"6","NSG1","protein_coding","523110",-0.852076127466212,0.753579477048099,-5.01320173131644,4.98884081552165e-05,0.001920252235169,1.99991665698679
"gene19088",74837249,74876354,"16","LOC113906936","protein_coding",NA,0.328793494484072,7.11568692465386,5.30771471839227,2.4452244686295e-05,0.00118183533763618,1.99789252564338
"gene111",9105440,9110100,"1","LOC113893228","lncRNA",NA,-1.75928740505269,-0.24130345871766,-4.99180645313717,5.25527275572808e-05,0.0019926269484567,1.98966784516175
"gene22922",51380052,51442354,"19","LOC113877632","protein_coding",NA,-1.88592425167693,-0.256972741314762,-4.97622428389329,5.45832098333464e-05,0.0020356478041084,1.97702451679725
"gene4045",101329528,101334898,"3","PLK3","protein_coding","504282",-0.653578536399229,0.819333561501926,-5.0041122590881,5.1003221053155e-05,0.00194955181857294,1.97424684047875
"gene9993",9973539,10063635,"8","FZD3","protein_coding","445419",0.473860320476485,4.49529298349467,5.20451271469676,3.13709802517008e-05,0.00140082542525508,1.97231768431942
"gene8453",49237208,49257697,"7","SLC6A7","protein_coding","539786",2.08292510528348,-0.446506161536025,4.97106697426107,5.52725547424451e-05,0.00204869711074775,1.961406273026
"gene27222",8204466,8257549,"25","SRRM3","protein_coding","617590",-1.44783722407114,-1.32573951449132,-4.97970557849572,5.41228015128145e-05,0.00203169992409884,1.95842419833916
"gene2288",124393174,124429241,"2","GMEB1","protein_coding","540374",-0.288267918311311,5.25785792816249,-5.23434836091699,2.91882784363012e-05,0.00134940266586085,1.9517960708735
"gene28602",16168353,16210316,"27","FAM149A","protein_coding","512887",-0.622410333025302,5.86891378460129,-5.25656454691363,2.76634439403579e-05,0.00129114608797043,1.94907170317853
"gene15509",29289210,29297954,"13","PTK6","protein_coding","529814",-0.908850370444418,0.0987259029077755,-4.96864526271197,5.55992762326854e-05,0.00205632714466669,1.93745940166865
"gene10997",10096888,10190734,"9","B3GAT2","protein_coding","541595",-0.917061005385567,4.03017342858871,-5.17298349811648,3.38576227985414e-05,0.00146569907550022,1.93519359856283
"gene20803",16105877,16110186,"18","SERTAD3","protein_coding","767935",0.424806768745643,3.87066130927975,5.15256967749809,3.55731429654327e-05,0.00152188453703827,1.92277379896707
"gene28408",42115106,42129160,"26","LOC113884192","lncRNA",NA,-1.26382934057268,1.2381449787589,-5.00556631394458,5.0823206374295e-05,0.00194914328520322,1.92240473333438
"gene30414",16160935,16339512,"X","CDKL5","protein_coding","538337",-0.363342189171993,5.2729910492418,-5.21530599835237,3.05629057511489e-05,0.0013860465803651,1.90837197152861
"gene7639",58520256,58598926,"6","WDR19","protein_coding","533633",-0.589488153832821,5.27114540820754,-5.21448799416947,3.06234032361412e-05,0.0013860465803651,1.90513468824872
"gene26968",62096833,62104081,"24","LOC113882943","protein_coding",NA,-3.08859981696,0.1073093410416,-4.94097848440555,5.94732279956891e-05,0.00213846930977205,1.8989872039384
"gene5592",4340642,4363896,"5","FAM118A","protein_coding","505415",-1.03714973314849,3.68306590884741,-5.14639831380204,3.61088901784727e-05,0.00153197144290862,1.89802204133864
"gene32231",10659,16895,"NW_020867548.1","LOC113888848","protein_coding",NA,1.56579165328067,0.685139476116783,4.94024199755555,5.95799948763857e-05,0.00213846930977205,1.88047373472315
"gene22162",27948390,27971649,"19","DLG4","protein_coding","100137840",0.677921050145048,2.94809133747956,5.07432500812699,4.30045941092458e-05,0.00173084772856124,1.8736087931446
"gene2429",128883030,128942409,"2","LOC113879315","lncRNA",NA,1.1968485386594,1.13935354959385,4.96522066457971,5.60646321880066e-05,0.00206055305613235,1.86544210550862
"gene24108",32231610,32258559,"21","TSPAN3","protein_coding","616881",0.354208762076164,5.84063367592733,5.21436291986679,3.06326640931804e-05,0.0013860465803651,1.86188170603783
"gene12871",73155109,73197352,"10","TMEM229B","protein_coding","536375",0.850586401540856,2.98472280290197,5.07403712335578,4.3034655215506e-05,0.00173084772856124,1.86091224267559
"gene32020",2844,29359,"NW_020867178.1","LOC113888622","protein_coding",NA,2.0992784114376,-0.519552549011975,4.92728511309265,6.14902876601499e-05,0.00217170630526035,1.86028353771776
"gene19907",62642241,63082831,"17","NR3C2","protein_coding","537614",-0.985231476230774,4.53626999111925,-5.1655904359009,3.44690261314823e-05,0.00148748076948759,1.85863004020342
"gene24170",34708683,34711847,"21","LOC113879868","protein_coding",NA,1.99733745362802,0.507592762650445,4.92858764204706,6.12954872465048e-05,0.00217170630526035,1.85585055117737
"gene1266",152683822,152909957,"1","RFTN1","protein_coding","506782",-1.01696543182753,6.14224463204708,-5.22874937385566,2.95858290719852e-05,0.00135673297080662,1.85055280817417
"gene8391",42571472,42583474,"7","LOC113895112","lncRNA",NA,-2.42435319846031,9.79592141251947,-5.26253582398542,2.72675338173122e-05,0.00128149876473462,1.84989188298019
"gene16266",15182063,15419679,"14","NSMCE2","protein_coding","519974",-0.177555479345484,8.44946130298813,-5.25771855825353,2.75864787337365e-05,0.00129114608797043,1.83629530816535
"gene10256",45246303,45323051,"8","FAM189A2","protein_coding","509420",-0.80069208668219,2.36353112124637,-5.03145323835079,4.77236581799271e-05,0.00186516613425503,1.8321873400288
"gene24335",56248828,56369588,"21","CATSPERB","protein_coding","617124",-0.948788158045556,1.27356132931832,-4.9627511690747,5.64026414562809e-05,0.00206493138071209,1.83078049086236
"gene15665",39689294,39690000,"13","LOC113903408","protein_coding",NA,1.78703554221407,1.77399182443562,4.95793321842961,5.7068027373723e-05,0.00207836702492592,1.82928696092377
"gene17228",22629555,22840424,"15","MPPED2","protein_coding","540914",-0.817168526562112,4.06283841915893,-5.12920445449701,3.76449851263427e-05,0.00156974051949624,1.82382527347499
"gene2236",121189502,121196383,"2","DCDC2B","protein_coding","514470",-1.07450414921558,0.382491324374569,-4.92663452593313,6.15878204148601e-05,0.00217170630526035,1.82253158906587
"gene3065",19502079,19510887,"3","SELENBP1","protein_coding","510154",1.29724401981184,2.89684260978605,5.02797827527368,4.81283684792781e-05,0.00186516613425503,1.82104723574846
"gene3046",18903905,18953228,"3","THEM4","protein_coding","787270",-0.742208354800526,5.24139849505417,-5.17545500383119,3.36556879555678e-05,0.00146067402854101,1.81600355052733
"gene6334",51734601,51879797,"5","SLC41A2","protein_coding","524417",1.04398900930723,4.89389450946768,5.13972125368118,3.66977391300611e-05,0.00154430899317529,1.80911220699065
"gene20115",2528571,2535303,"18","OSCAR","protein_coding","100336423",-1.3659288498429,-1.24624142330094,-4.90231146636151,6.53484527845662e-05,0.00226809321884714,1.80245872326574
"gene20362",7950389,8035614,"18","LOC113875578","protein_coding",NA,0.328420114421469,5.05102636956794,5.15864573894411,3.50535272298228e-05,0.00150597388576004,1.80167770540405
"gene17233",23264582,23272143,"15","KCNA4","protein_coding","281880",3.4967297625849,-0.771959924797925,4.89591953673908,6.63746104620804e-05,0.00226839180563471,1.78930195699278
"gene14794",52341842,52467872,"12","SCEL","protein_coding","784362",0.993557483320336,0.55427417245211,4.90246718591597,6.53236543326114e-05,0.00226809321884714,1.78645445429571
"gene18451",25501663,25549444,"16","AIDA","protein_coding","508353",-0.591757440951543,6.64972207945883,-5.20819284898706,3.10930522940097e-05,0.00140060847425484,1.77977358272901
"gene10494",69189682,69197607,"8","LGI3","protein_coding","516661",-1.43532165773414,-0.480102645516066,-4.88892648846955,6.75159028318994e-05,0.00227988590126039,1.77401075937223
"gene19376",6515566,6522131,"17","CRYBA4","protein_coding","282204",-0.862604659311089,-0.949167860420892,-4.88450067337715,6.82484207334489e-05,0.00229015854425674,1.77142762678418
"gene5801",12481578,12493167,"5","LOC113892289","protein_coding",NA,0.948386860367137,0.158085454870144,4.88796554795526,6.76742714475104e-05,0.00227988590126039,1.76535771032545
"gene13976",85466122,85488454,"11","E2F6","protein_coding","514085",0.376126686547128,4.05058386512572,5.0981274545245,4.0591172264428e-05,0.00165606142382425,1.76497239142415
"gene28499",6063942,6072066,"27","LOC113884975","lncRNA",NA,-2.8430547356923,-2.32396384789958,-4.99504628061336,5.21402255266749e-05,0.00198447797960922,1.76151748082258
"gene7971",99063539,99347058,"6","WDFY3","protein_coding","537096",0.282988538049566,8.08020297628742,5.2225471907932,3.00326159765611e-05,0.00136982545739741,1.75988777050719
"gene30982",64036986,64049007,"X","ARR3","protein_coding","281011",1.39225828598642,-1.46831679005709,4.89981871173864,6.57467211472237e-05,0.00226809321884714,1.75949365411163
"gene13553",37618063,37652642,"11","CLHC1","protein_coding","517621",-0.363132489310465,5.64633061565912,-5.16479293316649,3.45356435636043e-05,0.00148748076948759,1.7507077924985
"gene4431",1811589,1859035,"4","LOC113890954","lncRNA",NA,-0.776889210455995,2.93007237191782,-5.03915751656679,4.68386031487216e-05,0.00184033523179954,1.74676318008337
"gene4332",118147862,118157527,"3","LOC113890233","lncRNA",NA,1.2592114543022,0.0125953546046228,4.8735996168178,7.00870306864649e-05,0.00233344550502706,1.74311825902404
"gene4748",18796655,18910175,"4","PTN","protein_coding","280904",0.595959763419567,5.57060156281018,5.15222586755718,3.56027770376319e-05,0.00152188453703827,1.74029059076168
"gene28696",26572538,26613254,"27","PURG","protein_coding","512941",0.701980228276923,3.63385913198264,5.05767837754439,4.47782165021028e-05,0.00177263644563276,1.73761531028288
"gene15586",31411460,31584710,"13","C13H20orf194","protein_coding","519774",-0.42514370260383,6.58525496593773,-5.18961953642487,3.25216620828045e-05,0.00143339646895014,1.73585737270601
"gene13109",99807906,99965313,"10","KCNK10","protein_coding","525109",-1.0850933368748,2.37950985428867,-4.99152608450807,5.25885793132933e-05,0.0019926269484567,1.71515287357666
"gene2606",3517534,3576046,"3","RXRG","protein_coding","509500",-1.98416196889771,-1.266456332761,-4.85874656831185,7.26728756695805e-05,0.00239609231350111,1.71359211751956
"gene21486",54673479,54691914,"18","ZDHHC7","protein_coding","617052",-0.622285121022758,4.60186643111124,-5.10684391438303,3.97420430752286e-05,0.00162923223816594,1.70070514267934
"gene8140",116822480,116833928,"6","DGKQ","protein_coding","518371",0.756585228087103,3.29341455756186,5.02960065838411,4.79389883942322e-05,0.00186516613425503,1.69580142582387
"gene11526",80894147,80920349,"9","ADAT2","protein_coding","615418",0.386623008512866,3.49004566078275,5.03216694946146,4.76409627062642e-05,0.00186516613425503,1.69065522864597
"gene27538",25529985,25590750,"25","TMC7","protein_coding","785640",-1.33411395684345,1.11033578154287,-4.89342838271934,6.67789277295099e-05,0.00226839180563471,1.68308177223637
"gene3851",86138946,86167405,"3","LOC113889805","protein_coding",NA,1.86768832944633,2.82485321422739,4.95991978717585,5.67927162402138e-05,0.00207342163389433,1.67632121272088
"gene26279",32998529,33017062,"23","SLC17A2","protein_coding","515523",0.531738174532757,7.6371257316277,5.1806602040348,3.32343745511539e-05,0.00144978567753533,1.67185225969604
"gene23195",61642632,61728243,"19","KCNJ16","protein_coding","613890",-1.43211741719275,0.0186904242714411,-4.84520385512773,7.51143682548757e-05,0.00243964695488549,1.6605884449638
"gene11309",53342133,53409755,"9","UFL1","protein_coding","515894",-0.230275350699371,6.24870977998214,-5.14747257922179,3.60150477167456e-05,0.00153181001701248,1.65918883034878
"gene8691",64985262,64997942,"7","SKP1","protein_coding","615427",0.37660104827057,5.90135915752518,5.13298242597931,3.73018895052281e-05,0.0015592556416522,1.65674044213168
"gene12395",29899583,29908611,"10","CCDC9B","protein_coding","513496",-0.955232661039509,0.223240159549489,-4.84977991338523,7.42802779971326e-05,0.00243493327469213,1.65285427635723
"gene25159",45701304,45720864,"22","LOC113880779","lncRNA",NA,1.4723738476953,-1.47681259277759,4.82025306924508,7.98311375512636e-05,0.00257716725457238,1.60318525323322
"gene20438",9244796,9251887,"18","SPIB","protein_coding","784460",-1.08720941305752,1.00283836751785,-4.86051538851375,7.23599543427496e-05,0.00239040757909359,1.59877649190077
"gene23458",24049996,24123196,"20","LOC113878887","protein_coding",NA,0.655450597715932,4.1990013840542,5.02611504466727,4.83467954601891e-05,0.00186937279810045,1.59331641442863
"gene20679",13418195,13433779,"18","IGSF23","protein_coding","789978",1.10145643173463,3.36687956826287,4.98203124286874,5.38174146611567e-05,0.00202565414962447,1.5860278227673
"gene5835",14275800,14304099,"5","CCND2","protein_coding","615414",0.909714198278988,5.75489655733466,5.09370500684052,4.10289859177507e-05,0.00166991898903993,1.58469414469302
"gene28309",34314516,34343218,"26","TCTN3","protein_coding","511035",-0.480770348032922,3.29045049454037,-4.98763465350501,5.308874929022e-05,0.00200710864816559,1.58401853435935
"gene22665",43052428,43057048,"19","LOC113878335","protein_coding",NA,1.08299138647986,-0.254689810101201,4.79975752255497,8.39282410139725e-05,0.002658977959722,1.57696931149906
"gene10625",78833461,79026820,"8","AGTPBP1","protein_coding","534958",-0.646013950445761,3.6922850607074,-5.0052029017551,5.08681372262524e-05,0.00194914328520322,1.57651412192815
"gene4421",1215125,1267419,"4","DNAJB6","protein_coding","282215",-0.315267598037947,6.45040146415615,-5.12276180368315,3.82374547294298e-05,0.00158280734139121,1.57589320233351
"gene12965",79517351,79575057,"10","SYNDIG1L","protein_coding","617660",1.62081606806309,0.622751945189688,4.8112002956052,8.16153581422387e-05,0.0026051071070805,1.57251227878588
"gene28293",33033460,33208247,"26","SLIT1","protein_coding","510761",1.66081349565186,-0.122783923642544,4.79403631589893,8.51092949384195e-05,0.00267645921402464,1.55663204293652
"gene13270",9041101,9080825,"11","MRPS9","protein_coding","519302",-0.267519092078448,5.09116949514943,-5.06156851279092,4.43572283084436e-05,0.00177147775871256,1.55163416853695
"gene3614",54248316,54264606,"3","LOC113889634","protein_coding",NA,-3.04423751986662,-0.483571530690138,-4.78171379444492,8.77102665937506e-05,0.00271439464757252,1.53985287110231
"gene29290",44161432,44213506,"28","ZFAND4","protein_coding","514391",0.51181259296767,4.08885764150194,5.00326843875178,5.11079827827855e-05,0.00194955181857294,1.53740519560085
"gene23764",1080651,1087195,"21","MKRN3","protein_coding","517464",2.20182388328336,-0.699764025340504,4.78152120632362,8.77515462390457e-05,0.00271439464757252,1.53518536194937
"gene13095",97990774,98004250,"10","KIAA1191","protein_coding","508617",-2.696346663597,1.61384177180784,-4.85465816092841,7.34013858884902e-05,0.00241543090545625,1.53395621793063
"gene13457",25454290,25790265,"11","THADA","protein_coding","514187",-0.261882192559321,7.4447777998309,-5.1181500264859,3.86673414756178e-05,0.00159671718573953,1.52216040818843
"gene6648",63960239,63966246,"5","NAB2","protein_coding","504755",0.517842658606094,2.54159299184762,4.89472913603852,6.65675049288002e-05,0.00226839180563471,1.51793290260824
"gene32042",5591,18736,"NW_020867225.1","LOC113888644","protein_coding",NA,1.33091101333383,2.80431876781166,4.90012735756125,6.5697276162267e-05,0.00226809321884714,1.50521725463354
"gene28323",35181522,35209747,"26","LOC113884509","protein_coding",NA,1.31737880180782,2.98091408264066,4.89545522367255,6.64497813444888e-05,0.00226839180563471,1.50241934204793
"gene32716",11634,36197,"NW_020867969.1","LOC113889364","protein_coding",NA,-0.573837783307159,3.5610575128387,-4.95718189367987,5.71725014791825e-05,0.00207836702492592,1.48388198491089
"gene6329",51371756,51416647,"5","C5H12orf75","protein_coding","100270756",-0.626093695930857,5.79280777641136,-5.05831850653972,4.47086654940132e-05,0.00177263644563276,1.48149773297203
"gene11831",5725765,5739046,"10","SLC51B","protein_coding","507185",0.520089878094991,4.12857140171209,4.97887645668767,5.42320975378005e-05,0.00203169992409884,1.47319993462713
"gene12957",79140305,79155157,"10","COQ6","protein_coding","511624",0.613857680485711,4.09756364511541,4.96719746961357,5.57955337156903e-05,0.00205910936031462,1.4702497592159
"gene30383",13416771,13444266,"X","CA5B","protein_coding","514494",1.27602495152451,-1.32240577183687,4.75656592274228,9.32694572002667e-05,0.00281161964053435,1.46593435951946
"gene11947",14448127,14463701,"10","ADCY4","protein_coding","788151",-0.861456517344604,0.744057884415979,-4.78984338167273,8.59854795619133e-05,0.00269160182650833,1.46485002809268
"gene17833",43556166,43606168,"15","DKK3","protein_coding","506627",-0.760163126799029,2.44624218265418,-4.86631108165502,7.13441270981005e-05,0.00236143508622565,1.45259707731812
"gene17146",8633386,8675553,"15","SYT13","protein_coding","540545",-1.97430330965848,0.371999032136935,-4.76433421369312,9.15153349359377e-05,0.00278026855940198,1.45125329122388
"gene3749",70745612,70753825,"3","FPGT","protein_coding","100138313",-0.447639196550681,4.02014953326739,-4.96248797084685,5.64387875172588e-05,0.00206493138071209,1.44614736856302
"gene23051",56130025,56136488,"19","METTL23","protein_coding","100139217",0.354779530057511,3.42709711500036,4.92929248624809,6.11903337111502e-05,0.00217170630526035,1.44502956192835
"gene13892",72770859,72809350,"11","DRC1","protein_coding","509524",1.25955686297937,1.29132940135428,4.78023970830174,8.80267232949272e-05,0.00271796487008457,1.43964425657009
"gene18089",66216579,66306449,"15","C15H11orf65","protein_coding","613764",0.535592350835691,2.75435169440241,4.87825932749913,6.92950719464978e-05,0.00231546302726136,1.43407799093425
"gene24853",10363587,10372733,"22","UBA7","protein_coding","497204",-0.56318913265168,3.63606447213421,-4.93780505363072,5.99346543765088e-05,0.0021421602414024,1.43112843365607
"gene8782",67654918,67688633,"7","SHC2","protein_coding","533455",-1.45332088307837,-0.675384398615619,-4.73220664233388,9.89924755586785e-05,0.00292897215074747,1.42748819878035
"gene13339",12682125,12769100,"11","LOC113900713","lncRNA",NA,2.19241438475947,-1.82884334498027,4.77937414755931,8.82130774009607e-05,0.00271878457576548,1.41361240410695
"gene24269",48332739,48335157,"21","CLEC14A","protein_coding","509367",0.998229535098445,1.09540471529429,4.77103077525149,9.00298945779382e-05,0.00274987180692004,1.40735873121912
"gene24958",13742908,13758220,"22","ACTR8","protein_coding","615133",-0.464758434198206,3.63597842252598,-4.92728847181835,6.14897845415302e-05,0.00217170630526035,1.40547741698177
"gene4370",119687329,119742512,"3","ANKMY1","protein_coding","538124",-1.20946548721023,-0.569321654413883,-4.72601712871687,0.000100502141855827,0.00296333265059478,1.40530594237665
"gene13107",99561817,99619309,"10","GALC","protein_coding","533428",-0.819300581760739,4.46432195954543,-4.97808754741163,5.43362996217583e-05,0.00203169992409884,1.40473349472657
"gene7453",21962327,21990921,"6","BDH2","protein_coding","515321",0.564347084519906,3.96219224184428,4.93881367979517,5.97876067001661e-05,0.00214140326903142,1.40015222832637
"gene24728",7357564,7374244,"22","CCR9","protein_coding","530951",-1.59474867332339,1.12668821730548,-4.77617880868636,8.89044771845263e-05,0.00273513900604041,1.39448680445098
"gene18369",6224808,6658312,"16","KCNT2","protein_coding","781505",-0.694681034299253,7.09143644425456,-5.05649384182899,4.49072067282503e-05,0.00177263644563276,1.39362655459932
"gene4015",100518255,100522479,"3","TMEM69","protein_coding","785268",-0.388863832951857,2.97131648402968,-4.87757499784014,6.94108119616349e-05,0.00231546302726136,1.38473851390472
"gene23831",6892425,6899078,"21","LYSMD4","protein_coding","529775",-0.517388218890352,2.04802853978952,-4.81424380439789,8.10110701423605e-05,0.00260383087604896,1.37711696611816
"gene26481",51599995,51620576,"23","LOC113882184","lncRNA",NA,-0.567527829768876,4.38196478827688,-4.96513087443688,5.60768862040369e-05,0.00206055305613235,1.37653868425753
"gene10547",73593983,73619506,"8","BNIP3L","protein_coding","534615",0.276979614327556,7.2629225616259,5.05349091059925,4.52358970899257e-05,0.00178147758609006,1.37248058588609
"gene16147",954680,977972,"14","IQANK1","protein_coding","506831",-0.604358253734652,3.10034195803199,-4.88592267945,6.80121942345499e-05,0.00228674201682292,1.37205352687522
"gene26582",7619872,8032765,"24","DOK6","protein_coding","100336967",1.09748336534105,3.6974271676519,4.89741348597113,6.61333261297386e-05,0.00226839180563471,1.35938812728517
"gene10719",89623513,89631102,"8","NXNL2","protein_coding","530279",-1.47090558713449,-1.07706367624753,-4.70266003595035,0.000106410789516605,0.00309464403768546,1.3541702446109
"gene5994",19884483,19900833,"5","LOC113892439","protein_coding",NA,-0.651072812950865,2.05886484345404,-4.8015799489206,8.35555075879966e-05,0.00265210793021378,1.35056264852087
"gene25005",19160770,20686849,"22","FHIT","protein_coding","692183",0.313200538979759,9.90567649048134,5.05937832911181,4.45937541102463e-05,0.00177263644563276,1.34974750528623
"gene10781",95498365,95559642,"8","TMEM38B","protein_coding","615646",0.526091264106889,4.12737733022682,4.92618793974477,6.16548607206693e-05,0.00217170630526035,1.33590576967051
"gene3650",57483723,57516853,"3","LOC113889668","protein_coding",NA,0.547116251254023,3.40323748017673,4.86771594200908,7.11000661428756e-05,0.00236143508622565,1.33346961197356
"gene21264",39826181,39839468,"18","CFAP20","protein_coding","445424",0.2499191567009,4.17948266771062,4.92504540780745,6.182670992184e-05,0.00217325995020716,1.32734896666803
"gene27767",40171938,40216396,"25","FLYWCH1","protein_coding","531821",-0.901257111086729,3.48409198097195,-4.89912644439249,6.58577587791975e-05,0.00226809321884714,1.32606379205957
"gene23646",58885622,59210066,"20","DNAH5","protein_coding","100298754",-1.12738896356072,3.72047220981831,-4.89630832616579,6.6311732618799e-05,0.00226839180563471,1.32088415891727
"gene28829",41519634,41539604,"27","NKIRAS1","protein_coding","522875",0.524204642936011,3.84881925930547,4.90014244839271,6.56948595769135e-05,0.00226809321884714,1.31064543716154
"gene13947",78156133,78163094,"11","TTC32","protein_coding","525750",-0.518180909981347,1.83173750176021,-4.76985682604556,9.02885353034231e-05,0.00275282948228878,1.30964138815494
"gene27587",30357946,30407632,"25","LOC113883156","lncRNA",NA,-1.44157531541127,3.13571407964683,-4.85275507745309,7.37430018691278e-05,0.0024219878200762,1.30137222804259
